id,title,note_format,swappable_sides,content_position,content_sub_position,content_type,markdown_content,file_url,is_correct
23,Expressions and operators 01 (Q1),multiple_choice,,3,1,text,"<p class=""subtitle"">Resource(s):</p>
<ul>
      <li>
        <a href=""https://developer.mozilla.org/en-US/docs/Web/JavaScript/Guide/Expressions_and_Operators#comparison_operators"" target=""_blank"" rel=""noopener noreferrer"">comparison operators</a>.
      </li>
</ul>",,
24,Expressions and operators 02 (Q25),multiple_choice,,1,1,text,"<pre><code class=""language-javascript"">const result = 0 && 'hi';
console.log(result);</code></pre>

<p>
      What does the previous code print to the screen?
</p>",,
24,Expressions and operators 02 (Q25),multiple_choice,,2,1,text,"<code class=""language-javascript"">ReferenceError</code>",,
24,Expressions and operators 02 (Q25),multiple_choice,,2,2,text,"<code class=""language-javascript"">true</code>",,
24,Expressions and operators 02 (Q25),multiple_choice,,2,3,text,"<code class=""language-javascript"">0</code>",,1
24,Expressions and operators 02 (Q25),multiple_choice,,2,4,text,"<code class=""language-javascript"">false</code>",,
24,Expressions and operators 02 (Q25),multiple_choice,,3,1,text,"<p class=""subtitle"">Resource(s):</p>
<ul>
      <li>
        <a href=""https://developer.mozilla.org/en-US/docs/Web/JavaScript/Reference/Operators/Logical_AND"" target=""_blank"" rel=""noopener noreferrer"">
          Logical AND (&&)</a>.
      </li>
</ul>",,
25,Expressions and operators 03 (Q26),multiple_choice,,1,1,text,Which of the following operators can be used to do a short-circuit evaluation?,,
25,Expressions and operators 03 (Q26),multiple_choice,,2,1,text,"<code class=""language-javascript"">++</code>",,
25,Expressions and operators 03 (Q26),multiple_choice,,2,2,text,"<code class=""language-javascript"">--</code>",,
25,Expressions and operators 03 (Q26),multiple_choice,,2,3,text,"<code class=""language-javascript"">==</code>",,
25,Expressions and operators 03 (Q26),multiple_choice,,2,4,text,"<code class=""language-javascript"">||</code>",,1
25,Expressions and operators 03 (Q26),multiple_choice,,3,1,text,"<p class=""subtitle"">Resource(s):</p>
<ul>
      <li>
        <a href=""https://dillionmegida.com/p/short-circuit-in-programming-simplified/"" target=""_blank"" rel=""noopener noreferrer"">
          Short-circuit evaluation</a>.
      </li>
</ul>",,
26,Expressions and operators 04 (Q38),multiple_choice,,1,1,text,"<pre><code class=""language-javascript"">[] == [];</code></pre>
<p>
      What does the following expression evaluate to?
</p>",,
26,Expressions and operators 04 (Q38),multiple_choice,,2,1,text,"<code class=""language-javascript"">true</code>",,
26,Expressions and operators 04 (Q38),multiple_choice,,2,2,text,"<code class=""language-javascript"">undefined</code>",,
26,Expressions and operators 04 (Q38),multiple_choice,,2,3,text,"<code class=""language-javascript"">[]</code>",,
26,Expressions and operators 04 (Q38),multiple_choice,,2,4,text,"<code class=""language-javascript"">false</code>",,1
26,Expressions and operators 04 (Q38),multiple_choice,,3,1,text,"<p class=""subtitle"">Resource(s):</p>
<ul>
      <li>
        <a href=""https://stackoverflow.com/questions/11704971/why-are-two-identical-objects-not-equal-to-each-other"" target=""_blank"" rel=""noopener noreferrer"">
          Why are two identical objects not equal to each other?</a>
      </li>
</ul>",,
27,Expressions and operators 05 (Q44),multiple_choice,,1,1,text,Which operator is <b>not</b> a unary operator?,,
27,Expressions and operators 05 (Q44),multiple_choice,,2,1,text,"<code class=""language-javascript"">typeof</code>",,
27,Expressions and operators 05 (Q44),multiple_choice,,2,2,text,"<code class=""language-javascript"">delete</code>",,
27,Expressions and operators 05 (Q44),multiple_choice,,2,3,text,"<code class=""language-javascript"">instanceof</code>",,1
27,Expressions and operators 05 (Q44),multiple_choice,,2,4,text,"<code class=""language-javascript"">void</code>",,
27,Expressions and operators 05 (Q44),multiple_choice,,3,1,text,"<p class=""subtitle"">Resource(s):</p>
<ul>
      <li>
        <a href=""https://www.digitalocean.com/community/tutorials/javascript-unary-operators-simple-and-useful"" target=""_blank"" rel=""noopener noreferrer"">
          How to use JavaScript unary operators</a>.
      </li>
      <li>
        <a href=""https://developer.mozilla.org/en-US/docs/Web/JavaScript/Reference/Operators/typeof"" target=""_blank"" rel=""noopener noreferrer"">
          typeof</a>.
      </li>
      <li>
        <a href=""https://developer.mozilla.org/en-US/docs/Web/JavaScript/Reference/Operators/delete"" target=""_blank"" rel=""noopener noreferrer"">
          delete</a>.
      </li>
      <li>
        <a href=""https://developer.mozilla.org/en-US/docs/Web/JavaScript/Reference/Operators/instanceof"" target=""_blank"" rel=""noopener noreferrer"">
          instanceof</a>.
      </li>
      <li>
        <a href=""https://developer.mozilla.org/en-US/docs/Web/JavaScript/Reference/Operators/void"" target=""_blank"" rel=""noopener noreferrer"">
          void</a>.
      </li>
</ul>",,
28,Expressions and operators 06 (Q46),multiple_choice,,1,1,text,"<pre><code class=""language-javascript"">const x = 6 % 2;
const y = x ? 'One' : 'Two';</code></pre>
<p>
      What is the value of <code class=""language-javascript"">y</code> in the previous code?
</p>",,
28,Expressions and operators 06 (Q46),multiple_choice,,2,1,text,"<code class=""language-javascript"">'One'</code>",,
28,Expressions and operators 06 (Q46),multiple_choice,,2,2,text,"<code class=""language-javascript"">undefined</code>",,
28,Expressions and operators 06 (Q46),multiple_choice,,2,3,text,"<code class=""language-javascript"">true</code>",,
28,Expressions and operators 06 (Q46),multiple_choice,,2,4,text,"<code class=""language-javascript"">'Two'</code>",,1
28,Expressions and operators 06 (Q46),multiple_choice,,3,1,text,"<p class=""subtitle"">Explanation</p>
<p>
      The expression <code class=""language-javascript"">6 % 2</code> produces (or evalutes to) <code class=""language-javascript"">0</code>.
      Therefore, the variable <code class=""language-javascript"">x</code> is assigned the integer <code class=""language-javascript"">0</code>.
</p>

<p>
      <code class=""language-javascript"">0</code> is a falsy value in JavaScript.
      Therefore, the second part of the ternary operator applies.
      The variable <code class=""language-javascript"">y</code> is assigned the string <code class=""language-javascript"">'Two'</code>.
</p>

<p class=""subtitle"">Resource(s):</p>

<ul>
      <li>
        <a href=""https://developer.mozilla.org/en-US/docs/Web/JavaScript/Reference/Operators/Remainder"" target=""_blank"" rel=""noopener noreferrer"">
          Remainder (%)</a>.
      </li>
      <li>
        <a href=""https://developer.mozilla.org/en-US/docs/Web/JavaScript/Reference/Operators/Conditional_Operator"" target=""_blank"" rel=""noopener noreferrer"">
          Conditional (ternary) operator</a>.
      </li>
      <li>
        <a href=""https://developer.mozilla.org/en-US/docs/Glossary/Falsy"" target=""_blank"" rel=""noopener noreferrer"">
          Falsy</a>.
      </li>
</ul>",,
29,Expressions and operators 07 (Q49),multiple_choice,,1,1,text,"<pre><code class=""language-javascript"">let a;
const b = (a = 3) ? true : false;</code></pre>
<p>
      The previous program has a problem. What is it?
</p>",,
29,Expressions and operators 07 (Q49),multiple_choice,,2,1,text,The condition in the ternary is using the assignment operator.,,1
29,Expressions and operators 07 (Q49),multiple_choice,,2,2,text,You can't define a variable without initializing it.,,
29,Expressions and operators 07 (Q49),multiple_choice,,2,3,text,You can't use a ternary in the right-hand side of an assignment operator.,,
29,Expressions and operators 07 (Q49),multiple_choice,,2,4,text,"The variable <code class=""language-javascript"">a</code> is not initialized with a value.",,
29,Expressions and operators 07 (Q49),multiple_choice,,3,1,text,"<p class=""subtitle"">Explanation</p>

<p>
      There is no point in using a ternary operator if the condition always evaluates to <code class=""language-javascript"">true</code>.
      The assignment expression <code class=""language-javascript"">(a = 3)</code> always evaluates to <code class=""language-javascript"">3</code> (the assigned value), 
      which is a truthy value.
</p>

<p>
      Note that the assigment expression <code class=""language-javascript"">(a = 0)</code> always evaluate to <code class=""language-javascript"">false</code>,
      since <code class=""language-javascript"">0</code> is a falsy value.
</p>

<p class=""subtitle"">Resource(s):</p>

<ul>
      <li>
        <a href=""https://developer.mozilla.org/en-US/docs/Web/JavaScript/Reference/Operators/Assignment"" target=""_blank"" rel=""noopener noreferrer"">
          Assignment (=)</a>.
      </li>
      <li>
        <a href=""https://developer.mozilla.org/en-US/docs/Web/JavaScript/Reference/Operators/Conditional_Operator"" target=""_blank"" rel=""noopener noreferrer"">
          Conditional (ternary) operator</a>.
      </li>
      <li>
        <a href=""https://developer.mozilla.org/en-US/docs/Glossary/Falsy"" target=""_blank"" rel=""noopener noreferrer"">
          Falsy</a>.
      </li>
</ul>",,
30,Expressions and operators 08 (Q59),multiple_choice,,1,1,text,"Which expression evaluates to <code class=""language-javascript"">true</code>?",,
30,Expressions and operators 08 (Q59),multiple_choice,,2,1,text,"<code class=""language-javascript"">[3] == [3]</code>",,
30,Expressions and operators 08 (Q59),multiple_choice,,2,2,text,"<code class=""language-javascript"">3 == '3'</code>",,1
30,Expressions and operators 08 (Q59),multiple_choice,,2,3,text,"<code class=""language-javascript"">3 != '3'</code>",,
30,Expressions and operators 08 (Q59),multiple_choice,,2,4,text,"<code class=""language-javascript"">3 === '3'</code>",,
30,Expressions and operators 08 (Q59),multiple_choice,,3,1,text,"<p class=""subtitle"">Resource(s):</p>
<ul>
      <li>
        <a href=""https://www.freecodecamp.org/news/loose-vs-strict-equality-in-javascript/"" target=""_blank"" rel=""noopener noreferrer"">
          Strict vs loose equality explained</a>.
      </li>
</ul>",,
31,Expressions and operators 09 (Q69,multiple_choice,,1,1,text,"<pre><code class=""language-javascript"">let a = 5;
console.log(++a);</code></pre>
<p>
        What does the previous code print to the screen?
</p>",,
31,Expressions and operators 09 (Q69,multiple_choice,,2,1,text,"<code class=""language-javascript"">4</code>",,
31,Expressions and operators 09 (Q69,multiple_choice,,2,2,text,"<code class=""language-javascript"">10</code>",,
31,Expressions and operators 09 (Q69,multiple_choice,,2,3,text,"<code class=""language-javascript"">6</code>",,1
31,Expressions and operators 09 (Q69,multiple_choice,,2,4,text,"<code class=""language-javascript"">5</code>",,
31,Expressions and operators 09 (Q69,multiple_choice,,3,1,text,"<p class=""subtitle"">Resource(s):</p>
<ul>
        <li>
          The <a href=""https://developer.mozilla.org/en-US/docs/Web/JavaScript/Reference/Operators/Increment"" target=""_blank"" rel=""noopener noreferrer"">
            increment</a> operator.
        </li>
</ul>

<p>
        My advice: don't use the increment operator in your code.
        It's best to use <code class=""language-javascript"">+=</code>.
        It clarifies the intent of your code and prevents from any undesired or forgotten side-effect.
</p>",,
32,Expressions and operators 10 (Q122),multiple_choice,,1,1,text,"<pre><code class=""language-javascript"">const a = { x: 1 };
const b = { x: 1 };</code></pre>

<p>
        Given the previous code, which statement(s) will evaluate to <code class=""language-javascript"">false</code>?
</p>",,
32,Expressions and operators 10 (Q122),multiple_choice,,2,1,text,"<code class=""language-javascript"">a['x'] === b['x']</code>",,
32,Expressions and operators 10 (Q122),multiple_choice,,2,2,text,"<code class=""language-javascript"">a != b</code>",,
32,Expressions and operators 10 (Q122),multiple_choice,,2,3,text,"<code class=""language-javascript"">a === b</code>",,1
32,Expressions and operators 10 (Q122),multiple_choice,,2,4,text,"<code class=""language-javascript"">a.x === b.x</code>",,
32,Expressions and operators 10 (Q122),multiple_choice,,3,1,text,"<p class=""subtitle"">Resource(s):</p>
<ul>
        <li>
          <a href=""http://adripofjavascript.com/blog/drips/object-equality-in-javascript.html"" target=""_blank"" rel=""noopener noreferrer"">
            Object equality in JavaScript</a>.
        </li>
</ul>",,
33,Expressions and operators 11 (Q131),multiple_choice,,1,1,text,"<pre><code class=""language-javascript"">let conservation = true;
let deforestation = false;
let acresOfRainForest = 100;
if (/* Snipped goes here */){
  ++acresOfRainForest;
}</code></pre>

<p>
        Which snippet allows the <code class=""language-javascript"">acresOfRainForest</code> variable to increase?
</p>",,
33,Expressions and operators 11 (Q131),multiple_choice,,2,1,text,"<code class=""language-javascript"">conservation && !deforestation</code>",,1
33,Expressions and operators 11 (Q131),multiple_choice,,2,2,text,"<code class=""language-javascript"">!deforestation && !conservation</code>",,
33,Expressions and operators 11 (Q131),multiple_choice,,2,3,text,"<code class=""language-javascript"">!conservation || deforestation</code>",,
33,Expressions and operators 11 (Q131),multiple_choice,,2,4,text,"<code class=""language-javascript"">deforestation && conservation || deforestation</code>",,
33,Expressions and operators 11 (Q131),multiple_choice,,3,1,text,"<p class=""subtitle"">Resource(s):</p>
<ul>
        <li>
          <a href=""https://developer.mozilla.org/en-US/docs/Web/JavaScript/Reference/Operators/Logical_AND"" target=""_blank"" rel=""noopener noreferrer"">
            Logical AND (&&)</a>.
        </li>
        <li>
          <a href=""https://developer.mozilla.org/en-US/docs/Web/JavaScript/Reference/Operators/Logical_OR"" target=""_blank"" rel=""noopener noreferrer"">
            Logical OR (||)</a>.
        </li>
        <li>
          <a href=""https://developer.mozilla.org/en-US/docs/Web/JavaScript/Reference/Operators/Logical_NOT"" target=""_blank"" rel=""noopener noreferrer"">
            Logical NOT (!)</a>.
        </li>
</ul>",,
34,Expressions and operators 12 (Q136),multiple_choice,,1,1,text,"<pre><code class=""language-javascript"">a = 5;
b = 4;
console.log(a++(+(+(+b))));</code></pre>

<p>
        What does the previous code print to the screen?
</p>",,
34,Expressions and operators 12 (Q136),multiple_choice,,2,1,text,"<code class=""language-javascript"">18</code>",,
34,Expressions and operators 12 (Q136),multiple_choice,,2,2,text,"<code class=""language-javascript"">10</code>",,
34,Expressions and operators 12 (Q136),multiple_choice,,2,3,text,"<code class=""language-javascript"">9</code>",,1
34,Expressions and operators 12 (Q136),multiple_choice,,2,4,text,"<code class=""language-javascript"">20</code>",,
34,Expressions and operators 12 (Q136),multiple_choice,,3,1,text,"<p class=""subtitle"">Explanation</p>
<p>
        First, the expression <code class=""language-javascript"">a++</code> is evaluated.
        It evaluates to the integer <code class=""language-javascript"">5</code>.
</p>

<p>
        Then, the expression <code class=""language-javascript"">(+(+(+b)))</code> is evaluated,
        from the most inner parenthesis to the most outer ones.
</p>

<p>
        <code class=""language-javascript"">(+b)</code> evaluates to the positive integer <code class=""language-javascript"">+4</code>,
        which is the same as <code class=""language-javascript"">4</code>.
</p>

<p>
        Similarly, <code class=""language-javascript"">(+(4))</code> evaluates to <code class=""language-javascript"">+4</code>,
        which is the same as <code class=""language-javascript"">4</code>.
</p>

<p>
        Finally, the expression <code class=""language-javascript"">(5(+4))</code> evaluates to <code class=""language-javascript"">(5 + 4)</code>,
        which is <code class=""language-javascript"">9</code>.
</p>

<p class=""subtitle"">Resource(s):</p>

<ul>
        <li>
          <a href=""https://developer.mozilla.org/en-US/docs/Web/JavaScript/Reference/Operators/Grouping"" target=""_blank"" rel=""noopener noreferrer"">
            Grouping operator ( )</a>.
        </li>
</ul>",,
35,Expressions and operators 13 (Q143),multiple_choice,,1,1,text,"What does the <code class=""language-javascript"">...</code> operator do in JavaScript?",,
35,Expressions and operators 13 (Q143),multiple_choice,,2,1,text,It is used to spread iterables to individual elements.,,1
35,Expressions and operators 13 (Q143),multiple_choice,,2,2,text,"It describe the datatype of <code class=""language-javascript"">undefined</code>.",,
35,Expressions and operators 13 (Q143),multiple_choice,,2,3,text,No such operator exists.,,
35,Expressions and operators 13 (Q143),multiple_choice,,3,1,text,"<p class=""subtitle"">Resource(s):</p>
<ul>
        <li>
          <a href=""/js-3-dots"" target=""_blank"" rel=""noopener noreferrer"">
            The 3 dots syntax</a>.
        </li>
</ul>",,
36,Expressions and operators 14 (Q155),multiple_choice,,1,1,text,"<pre><code class=""language-javascript"">const compare = function (test1, test2) {
  // Missing line
};

compare(1078, '1078'); // returns true</code></pre>

<p>
        Which line is missing from the previous code if you expect the code to evaluate to <code class=""language-javascript"">true</code>?
</p>",,
36,Expressions and operators 14 (Q155),multiple_choice,,2,1,text,"<code class=""language-javascript"">test1 == test2;</code>",,
36,Expressions and operators 14 (Q155),multiple_choice,,2,2,text,"<code class=""language-javascript"">return test1 === test2;</code>",,
36,Expressions and operators 14 (Q155),multiple_choice,,2,3,text,"<code class=""language-javascript"">return test1 == test2;</code>",,1
36,Expressions and operators 14 (Q155),multiple_choice,,2,4,text,"<code class=""language-javascript"">return test1 != test2;</code>",,
36,Expressions and operators 14 (Q155),multiple_choice,,3,1,text,"<p class=""subtitle"">Resource(s):</p>

<ul>
        <li>
          <a href=""https://developer.mozilla.org/en-US/docs/Web/JavaScript/Reference/Operators/Equality"" target=""_blank"" rel=""noopener noreferrer"">
            Equality (==)</a>.
        </li>
</ul>",,
37,Functional programming 01 (Q41),multiple_choice,,1,1,text,"<p>
        Which statement is true about functional programming?
</p>",,
37,Functional programming 01 (Q41),multiple_choice,,2,1,text,Every object in the program has to be a function.,,
37,Functional programming 01 (Q41),multiple_choice,,2,2,text,Code is grouped with the state it modifies.,,
37,Functional programming 01 (Q41),multiple_choice,,2,3,text,Date fields and methods are kept in units.,,
37,Functional programming 01 (Q41),multiple_choice,,2,4,text,Side effects are not allowed.,,1
37,Functional programming 01 (Q41),multiple_choice,,3,1,text,"<p class=""subtitle"">Resource(s):</p>

<ul>
        <li>
          <a href=""https://medium.com/javascript-scene/master-the-javascript-interview-what-is-functional-programming-7f218c68b3a0"" target=""_blank"" rel=""noopener noreferrer"">
            Master the JavaScript interview: what is Functional Programming?</a>
        </li>
</ul>",,
38,Functional programming 02 (Q86),multiple_choice,,1,1,text,"<pre><code class=""language-javascript"">function makeAdder(x) {
  return function (y) {
    return x + y;
  };
}

const addFive = makeAdder(5);
console.log(addFive(3));</code></pre>

<p>
        Which concept does the previous code illustrate?
</p>",,
38,Functional programming 02 (Q86),multiple_choice,,2,1,text,overloading,,
38,Functional programming 02 (Q86),multiple_choice,,2,2,text,closure,,
38,Functional programming 02 (Q86),multiple_choice,,2,3,text,currying,,1
38,Functional programming 02 (Q86),multiple_choice,,2,4,text,overriding,,
38,Functional programming 02 (Q86),multiple_choice,,3,1,text,"<p class=""subtitle"">Resource(s):</p>

<ul>
        <li>
          <a href=""https://builtin.com/software-engineering-perspectives/currying-javascript"" target=""_blank"" rel=""noopener noreferrer"">
            Currying in JavaScript explained with examples</a>.
        </li>
</ul>",,
39,Functions 01 (Q3),multiple_choice,,1,1,text,"<pre><code class=""language-javascript"">function addTax(total) {
  return total * 1.05;
}</code></pre>

<p>
        In the previous code, which statement calls the <code class=""language-javascript"">addTax</code>
        function and passes <code class=""language-javascript"">50</code> as an argument?
</p>",,
39,Functions 01 (Q3),multiple_choice,,2,1,text,"<code class=""language-javascript"">addTax = 50;</code>",,
39,Functions 01 (Q3),multiple_choice,,2,2,text,"<code class=""language-javascript"">return addTax 50;</code>",,
39,Functions 01 (Q3),multiple_choice,,2,3,text,"<code class=""language-javascript"">addTax(50);</code>",,1
39,Functions 01 (Q3),multiple_choice,,2,4,text,"<code class=""language-javascript"">addTax 50;</code>",,
39,Functions 01 (Q3),multiple_choice,,3,1,text,"<p class=""subtitle"">Resource(s):</p>


<ul>
        <li>
          <a href=""https://codeburst.io/parameters-arguments-in-javascript-eb1d8bd0ef04"" target=""_blank"" rel=""noopener noreferrer"">
            Parameters and arguments in JavaScript</a>.
        </li>
</ul>",,
40,Functions 02 (Q9),multiple_choice,,1,1,text,"<p>
        How does a function create a closure?
</p>",,
40,Functions 02 (Q9),multiple_choice,,2,1,text,It reloads the document whenever the value changes.,,
40,Functions 02 (Q9),multiple_choice,,2,2,text,It returns a reference to a variable in its parent scope.,,1
40,Functions 02 (Q9),multiple_choice,,2,3,text,It completes execution without returning.,,
40,Functions 02 (Q9),multiple_choice,,2,4,text,It copies a local variable to the global scope.,,
40,Functions 02 (Q9),multiple_choice,,3,1,text,"<p class=""subtitle"">Resource(s):</p>

<ul>
        <li>
          <a href=""https://developer.mozilla.org/en-US/docs/Web/JavaScript/Closures"" target=""_blank"" rel=""noopener noreferrer"">
            Closures</a>.
        </li>
          <li>
            <a href=""https://sentry.io/answers/javascript-closures/"" target=""_blank"" rel=""noopener noreferrer"">
              How do JavaScript closures work?</a>
          </li>
</ul>",,
41,Functions 03 (Q10),multiple_choice,,1,1,text,"<p>
        Which statement creates a new function called <code class=""language-javascript"">discountPrice</code>?
</p>",,
41,Functions 03 (Q10),multiple_choice,,2,1,text,"<pre><code class=""language-javascript"">let discountPrice = function (price) {
  return price * 0.85;
};</code></pre>",,1
41,Functions 03 (Q10),multiple_choice,,2,2,text,"<pre><code class=""language-javascript"">let discountPrice(price) {
  return price * 0.85;
};</code></pre>",,
41,Functions 03 (Q10),multiple_choice,,2,3,text,"<pre><code class=""language-javascript"">let function = discountPrice(price) {
  return price * 0.85;
};</code></pre>",,
41,Functions 03 (Q10),multiple_choice,,2,4,text,"<pre><code class=""language-javascript"">discountPrice = function (price) {
  return price * 0.85;
};</code></pre>",,
41,Functions 03 (Q10),multiple_choice,,3,1,text,"<p class=""subtitle"">Resource(s):</p>

<ul>
        <li>
          <a href=""https://developer.mozilla.org/en-US/docs/web/JavaScript/Reference/Operators/function"" target=""_blank"" rel=""noopener noreferrer"">
            Function expressions</a>.
        </li>
</ul>",,
42,Functions 04 (Q32),multiple_choice,,1,1,text,"<p>
        Which variable is an implicit parameter for every function in JavaScript?
</p>",,
42,Functions 04 (Q32),multiple_choice,,2,1,text,arguments,,1
42,Functions 04 (Q32),multiple_choice,,2,2,text,args,,
42,Functions 04 (Q32),multiple_choice,,2,3,text,argsArray,,
42,Functions 04 (Q32),multiple_choice,,2,4,text,argumentsList,,
42,Functions 04 (Q32),multiple_choice,,3,1,text,"<p class=""subtitle"">Resource(s):</p>

<ul>
        <li>
          The<a href=""https://developer.mozilla.org/en-US/docs/Web/JavaScript/Reference/Functions/arguments"" target=""_blank"" rel=""noopener noreferrer"">
            arguments</a> object.
        </li>
</ul>",,
43,Functions 05 (Q34),multiple_choice,,1,1,text,"<pre><code class=""language-javascript"">sum(10, 20);
diff(10, 20);
function sum(x, y) {
  return x + y;
}

let diff = function (x, y) {
  return x - y;
};</code></pre>

<p>
        What does the previous code print to the screen?
</p>",,
43,Functions 05 (Q34),multiple_choice,,2,1,text,"<code class=""language-javascript"">30</code>,
<code class=""language-javascript"">ReferenceError</code>,
<code class=""language-javascript"">30</code>,
<code class=""language-javascript"">-10</code>",,
43,Functions 05 (Q34),multiple_choice,,2,2,text,"<code class=""language-javascript"">30</code>,
<code class=""language-javascript"">ReferenceError</code>",,1
43,Functions 05 (Q34),multiple_choice,,2,3,text,"<code class=""language-javascript"">30,</code>
<code class=""language-javascript"">-10</code>",,
43,Functions 05 (Q34),multiple_choice,,2,4,text,"<code class=""language-javascript"">ReferenceError</code>,
<code class=""language-javascript"">-10</code>",,
43,Functions 05 (Q34),multiple_choice,,3,1,text,"<p class=""subtitle"">Resource(s):</p>

<ul>
        <li>
          <a href=""https://www.javascripttutorial.net/javascript-hoisting/"" target=""_blank"" rel=""noopener noreferrer"">
            JavaScript hoisting</a>.
        </li>
</ul>",,
44,Functions 06 (Q39),multiple_choice,,1,1,text,"<p>
        What type of function can have its execution suspended and then resumed at a later point?
</p>",,
44,Functions 06 (Q39),multiple_choice,,2,1,text,Generator function,,1
44,Functions 06 (Q39),multiple_choice,,2,2,text,Async function,,
44,Functions 06 (Q39),multiple_choice,,2,3,text,Arrow function,,
44,Functions 06 (Q39),multiple_choice,,2,4,text,Promise function,,
44,Functions 06 (Q39),multiple_choice,,3,1,text,"<p class=""subtitle"">Resource(s):</p>

<ul>
        <li>
          <a href=""https://javascript.info/generators"" target=""_blank"" rel=""noopener noreferrer"">
            Generators</a>.
        </li>
</ul>",,
45,Functions 07 (Q40),multiple_choice,,1,1,text,"<pre><code class=""language-javascript"">const v = 1;
const f1 = function () {
  console.log(v);
};

const f2 = function () {
  const v = 2;
f1();
};

f2();</code></pre>
<p>
        What does the previous code print to the screen?
</p>",,
45,Functions 07 (Q40),multiple_choice,,2,1,text,"<code class=""language-javascript"">2</code>",,
45,Functions 07 (Q40),multiple_choice,,2,2,text,"<code class=""language-javascript"">1</code>",,1
45,Functions 07 (Q40),multiple_choice,,2,3,text,Nothing - this code will throw an error.,,
45,Functions 07 (Q40),multiple_choice,,2,4,text,"<code class=""language-javascript"">undefined</code>",,
45,Functions 07 (Q40),multiple_choice,,3,1,text,"<p class=""subtitle"">Resource(s):</p>

<ul>
        <li>
          <a href=""https://sentry.io/answers/javascript-closures/"" target=""_blank"" rel=""noopener noreferrer"">
            How do JavaScript closures work?</a>
        </li>
</ul>",,
46,Functions 08 (Q57),multiple_choice,,1,1,text,"<p>
        Which choice is an <b>incorrect</b> way to define an arrow function that returns an empty object?
      </p>",,
46,Functions 08 (Q57),multiple_choice,,2,1,text,"<code class=""language-javascript"">=> ({})</code>",,
46,Functions 08 (Q57),multiple_choice,,2,2,text,"<code class=""language-javascript"">=> {}</code>",,1
46,Functions 08 (Q57),multiple_choice,,2,3,text,"<code class=""language-javascript"">=> { return {};}</code>",,
46,Functions 08 (Q57),multiple_choice,,2,4,text,"<code class=""language-javascript""> => (({}))</code>",,
46,Functions 08 (Q57),multiple_choice,,3,1,text,"<p class=""subtitle"">Resource(s):</p>

<ul>
        <li>
          <a href=""https://mokkapps.de/tips/js/return-object-literal-from-an-arrow-function"" target=""_blank"" rel=""noopener noreferrer"">
            JavaScript tip: return object literal from an arrow function</a>.
        </li>
</ul>",,
47,Functions 09 (Q64),multiple_choice,,1,1,text,"<p>
        Which choice is a valid example for an arrow function?
</p>",,
47,Functions 09 (Q64),multiple_choice,,2,1,text,"<code class=""language-javascript"">(a, b) => c</code>",,1
47,Functions 09 (Q64),multiple_choice,,2,2,text,"<code class=""language-javascript"">a, b => {return c;}</code>",,
47,Functions 09 (Q64),multiple_choice,,2,3,text,"<code class=""language-javascript"">a, b => c</code>",,
47,Functions 09 (Q64),multiple_choice,,2,4,text,"<code class=""language-javascript"">{ a, b } => c</code>",,
47,Functions 09 (Q64),multiple_choice,,3,1,text,"<p class=""subtitle"">Resource(s):</p>

<ul>
        <li>
          <a href=""https://javascript.info/arrow-functions-basics"" target=""_blank"" rel=""noopener noreferrer"">
            Arrow functions, the basics</a>.
        </li>
</ul>",,
48,Functions 10 (Q71),multiple_choice,,1,1,text,"<p>
        Which statement represents an IIFE (Immediately Invoked Function Expression)?
</p>",,
48,Functions 10 (Q71),multiple_choice,,2,1,text,"<code class=""language-javascript"">function() { console.log('lorem ipsum'); }()();</code>",,
48,Functions 10 (Q71),multiple_choice,,2,2,text,"<code class=""language-javascript"">function() { console.log('lorem ipsum'); }();</code>",,
48,Functions 10 (Q71),multiple_choice,,2,3,text,"<code class=""language-javascript"">(function() { console.log('lorem ipsum'); })();</code>",,1
48,Functions 10 (Q71),multiple_choice,,3,1,text,"<p class=""subtitle"">Resource(s):</p>

<ul>
        <li>
          <a href=""https://developer.mozilla.org/en-US/docs/Glossary/IIFE"" target=""_blank"" rel=""noopener noreferrer"">
            IIFE</a>.
        </li>
</ul>",,
49,Functions 11 (Q100),multiple_choice,,1,1,text,"<pre><code class=""language-javascript"">const sound = 'grunt';
const  bear = { sound: 'roar' };
function roar() {
  console.log(this.sound);
}</code></pre>

<p>
        Which statement prints <code class=""language-javascript"">'roar'</code> to the screen?
</p>",,
49,Functions 11 (Q100),multiple_choice,,2,1,text,"<code class=""language-javascript"">bear.bind(roar);</code>",,
49,Functions 11 (Q100),multiple_choice,,2,2,text,"<code class=""language-javascript"">roar.bind(bear);</code>",,
49,Functions 11 (Q100),multiple_choice,,2,3,text,"<code class=""language-javascript"">roar.apply(bear);</code>",,1
49,Functions 11 (Q100),multiple_choice,,2,4,text,"<code class=""language-javascript"">bear[roar]();</code>",,
49,Functions 11 (Q100),multiple_choice,,3,1,text,"<p class=""subtitle"">Resource(s):</p>

<ul>
        <li>
          <a href=""https://developer.mozilla.org/en-US/docs/Web/JavaScript/Reference/Global_Objects/Function/apply"" target=""_blank"" rel=""noopener noreferrer"">
            Function.prototype.apply()</a>.
        </li>
        <li>
          <a href=""https://developer.mozilla.org/en-US/docs/Web/JavaScript/Reference/Global_objects/Function/bind"" target=""_blank"" rel=""noopener noreferrer"">
            Function.prototype.bind()</a>.
        </li>
</ul>",,
